acqic,bacno,cano,conam,contp,csmcu,ecfg,etymd,flbmk,flg_3dsmk,fraud_ind,hcefg,insfg,iterm,locdt,loctm,mcc,mchno,ovrlt,scity,stocn,stscd,txkey
6540,136493,155826,949.14,5,61,Y,2,N,N,1,5,N,0,72,235713.0,288,55807,N,6580,104,0,1909890
5720,51557,3107,413.76,5,60,Y,8,N,N,1,5,N,0,67,140421.0,192,67588,N,6593,75,0,750913
6760,74868,70579,627.52,5,10,Y,2,N,N,1,5,N,0,51,221527.0,192,66634,N,6593,75,0,1887947
6540,157570,127256,941.93,5,61,Y,2,N,N,1,5,N,0,34,211009.0,288,55807,N,6580,104,0,1869461
3348,135652,196750,1016.34,5,62,Y,8,N,N,1,5,N,0,57,152445.0,289,54828,N,3460,46,0,734193
3221,4905,160423,943.0,5,61,Y,8,N,N,1,5,N,0,53,144931.0,288,55807,N,6580,104,2,727861
6878,108596,34677,741.78,5,62,N,3,N,N,1,5,N,0,73,142117.0,257,74345,N,0,52,0,1448986
6856,74183,18151,426.07,5,62,Y,8,N,N,1,5,N,0,48,72026.0,288,69240,N,0,104,0,1361987
6878,78755,63691,1123.92,4,62,N,2,N,N,1,5,N,0,49,2135.0,318,68465,N,0,52,0,1219865
6540,39657,169546,1923.63,5,61,Y,2,N,N,1,5,N,0,51,63805.0,286,45596,N,1060,104,2,1887074
3221,111617,42779,102.4,5,61,Y,8,N,N,1,5,N,0,36,194246.0,349,42843,N,654,104,2,701287
3221,55398,106031,0.0,5,61,Y,8,N,N,1,5,N,0,63,225219.0,417,56115,N,943,104,2,743440
5720,156074,114420,544.03,5,60,Y,8,N,N,1,5,N,0,49,202021.0,192,67588,N,6593,75,0,721859
6760,74868,70579,454.78,5,10,Y,2,N,N,1,5,N,0,51,210626.0,192,66634,N,6593,75,0,1887871
6061,124390,101673,1447.21,5,61,Y,2,N,N,1,5,N,0,66,160918.0,277,100398,N,2481,104,2,1903493
3348,93270,189607,118.51,5,62,Y,8,N,N,1,5,N,0,35,192048.0,289,54828,N,3460,46,2,699523
6878,139777,170571,0.0,5,62,N,2,N,N,1,5,N,0,47,155006.0,374,65914,N,0,52,2,1432719
6760,137601,155074,646.58,5,60,Y,2,N,N,1,5,N,0,37,21938.0,192,66634,N,6593,75,0,1871716
6871,115827,167030,102.24,5,62,Y,8,N,N,1,5,N,0,45,225502.0,203,57461,Y,0,93,2,931613
6769,8792,2318,682.72,5,62,Y,8,N,N,1,5,N,0,52,215133.0,203,79662,N,5817,102,0,403120
6859,58182,163587,605.25,5,62,N,2,N,N,1,5,N,0,36,193835.0,250,59700,N,0,1,0,1355333
6540,35305,153339,0.0,5,61,N,2,N,N,1,5,N,0,53,30843.0,251,43464,N,1300,104,2,1889196
6540,63813,102556,0.0,5,61,N,2,N,N,1,5,N,0,53,30442.0,251,43464,N,1300,104,2,1889194
6540,144288,151172,946.09,5,61,Y,2,N,N,1,5,N,0,49,31159.0,288,55807,N,6580,104,0,1884938
6215,19982,188343,1016.34,5,62,Y,2,N,N,1,5,N,0,54,23005.0,380,54238,N,6580,38,0,1890231
6856,116591,160868,102.03,5,62,Y,8,N,N,1,5,N,0,49,205636.0,380,69233,N,0,104,0,1648414
6540,12260,154331,101.79,5,61,Y,2,N,N,1,5,N,0,66,163447.0,289,45597,N,1337,104,2,1903466
6760,7281,38647,1140.49,5,61,Y,2,N,N,1,5,N,0,40,44506.0,408,66643,N,6577,46,0,1875255
5575,142187,42269,288.05,5,62,Y,8,N,N,1,5,N,0,53,212950.0,408,33774,N,668,38,0,728352
6540,122214,176239,947.54,5,61,Y,2,N,N,1,5,N,0,70,113.0,288,55807,N,6580,104,0,1906841
6856,16703,110968,953.6,5,62,Y,8,N,N,1,5,N,0,49,144702.0,288,69240,N,0,104,0,1577113
1896,124536,143623,2105.29,4,4,N,2,N,N,1,5,N,0,50,134909.0,322,55886,N,6665,6,0,723010
5720,24596,175864,459.03,5,60,Y,8,N,N,1,5,N,0,47,223118.0,192,67588,N,6593,75,0,718919
3348,144505,30666,1016.34,5,62,Y,8,N,N,1,5,N,0,48,164051.0,289,54828,N,3460,46,0,720031
3348,71283,187040,0.0,5,62,Y,8,N,N,1,5,N,0,66,165109.0,380,54238,N,6580,38,0,749662
6215,118125,160579,551.51,5,62,Y,2,N,N,1,5,N,0,53,115650.0,289,54828,N,3460,46,0,1889423
6215,17781,170822,798.85,5,62,Y,2,N,N,1,5,N,0,46,181158.0,289,54828,N,3460,46,0,1882292
3207,61826,92191,284.09,5,61,Y,8,N,N,1,5,N,0,56,175315.0,192,11801,N,5320,104,0,732748
6215,105557,202039,1016.34,5,62,Y,2,N,N,1,5,N,0,51,55109.0,380,54238,N,6580,38,0,1887055
6769,46582,55762,591.55,5,62,Y,8,N,N,1,5,N,0,51,73711.0,373,79663,N,5817,102,0,373852
5720,46022,119672,109.86,5,13,Y,8,N,N,1,5,N,0,65,92905.0,192,67588,N,6593,75,2,747418
5876,132079,45168,0.0,5,4,Y,8,N,N,1,5,N,0,44,213021.0,192,68362,N,376,6,2,714186
3221,68932,99597,0.0,5,61,Y,8,N,N,1,5,N,0,54,154818.0,289,45597,N,1337,104,2,729523
3348,155854,208374,118.51,5,62,Y,8,N,N,1,5,N,0,77,204757.0,380,54238,N,6580,38,0,766800
5496,163165,38801,56.58,5,61,Y,8,N,N,1,5,N,0,85,213820.0,366,11171,N,3441,104,2,777952
5887,75599,15220,416.71,5,62,Y,8,N,N,1,5,N,0,82,163430.0,296,67384,N,3789,42,0,773203
3221,157327,134818,2200.96,5,61,Y,8,N,N,1,5,N,0,33,152148.0,277,62845,N,0,104,2,694886
6215,16517,103287,889.63,5,62,Y,2,N,N,1,5,N,0,40,24619.0,380,54238,N,6580,38,0,1875332
3357,118402,182908,102.61,5,61,Y,8,N,N,1,5,N,0,34,2501.0,367,55027,N,6576,46,2,696201
5496,13778,89853,1282.15,5,61,Y,8,N,N,1,5,N,0,50,83010.0,275,59160,N,4333,104,2,722615
6856,61822,4135,404.57,5,62,Y,8,N,N,1,5,N,0,50,220429.0,298,69226,N,0,104,0,1434673
6859,127573,36647,0.08,5,62,N,2,N,N,1,5,N,0,86,153138.0,250,48764,N,0,1,0,1385724
6215,150105,93168,236.43,5,62,Y,2,N,N,1,5,N,0,71,174601.0,380,54238,N,6580,38,0,1908478
6485,5925,171681,643.38,5,71,Y,2,N,N,1,5,N,0,48,12406.0,360,50379,N,327,25,0,1883768
3348,133687,132808,0.0,5,62,Y,8,N,N,1,5,N,0,49,13942.0,380,54238,N,6580,38,0,720801
3353,94640,6520,971.27,5,26,Y,8,N,N,1,5,N,0,66,213210.0,288,55838,N,6580,38,0,750028
3191,131945,164772,0.0,4,26,Y,8,N,N,1,5,N,0,46,165835.0,318,69303,N,5932,52,2,716932
6540,126582,90646,939.32,5,61,Y,2,N,N,1,5,N,0,36,190341.0,288,55807,N,6580,104,0,1871269
6509,151391,38855,792.79,4,61,Y,2,N,N,1,5,N,0,36,201858.0,320,66782,N,1455,38,0,1871343
3348,137266,97033,0.0,5,62,Y,8,N,N,1,5,N,0,50,150732.0,380,54238,N,6580,38,0,723121
3245,21978,202802,1451.28,5,61,N,4,N,N,1,5,N,0,57,124016.0,246,64602,N,2835,104,0,733904
6215,80263,141893,814.14,5,62,Y,2,N,N,1,5,N,0,35,45742.0,289,54828,N,3460,46,0,1869680
6330,45136,105240,1801.85,5,61,Y,2,N,N,1,5,N,0,51,50500.0,277,64666,N,455,104,2,1886976
6215,110037,192904,0.0,5,62,N,2,N,N,1,5,N,0,65,230011.0,380,54238,N,6580,38,0,1902773
6540,120612,161899,946.25,5,61,Y,2,N,N,1,5,N,0,6,103218.0,288,55807,N,6580,104,0,1838399
3221,112508,73684,808.18,5,61,Y,8,N,N,1,5,N,0,7,151601.0,288,55807,N,6580,104,2,651694
5720,61710,188535,1479.12,5,20,Y,8,N,N,1,5,N,0,62,174833.0,349,67619,N,1803,75,0,742868
3348,44052,190639,664.07,5,62,Y,8,N,N,1,5,N,0,67,80039.0,289,54828,N,3460,46,0,750430
5720,148979,125573,1017.48,5,62,Y,8,N,N,1,5,N,0,5,184821.0,296,67681,N,3323,27,0,648882
5982,118854,209434,2399.87,5,62,N,4,N,N,1,5,N,0,6,150819.0,248,26448,N,6023,102,0,1407717
5714,101201,142376,311.81,5,71,N,2,N,N,1,5,N,0,7,65140.0,373,42106,N,3903,36,0,651025
3207,127737,25147,1558.73,5,61,Y,8,N,N,1,5,N,0,53,121514.0,400,11965,N,5320,104,2,727661
3221,130677,193979,101.71,5,61,Y,8,N,N,1,5,N,0,53,145233.0,289,45597,N,1337,104,2,727866
3207,36103,100698,578.02,5,62,Y,8,N,N,1,5,N,0,7,210307.0,218,12011,N,5324,104,0,652163
6061,87340,5842,1380.79,5,61,Y,2,N,N,1,5,N,0,69,101433.0,277,100398,N,2481,104,2,1906084
3207,124887,137127,2049.86,5,61,Y,8,N,N,1,5,N,0,7,200811.0,329,10518,N,1369,104,2,652089
3221,41075,32448,2184.44,5,61,Y,8,N,N,1,5,N,0,55,184452.0,400,56177,N,1311,104,2,731148
6540,118901,104231,941.6,5,61,Y,2,N,N,1,5,N,0,34,192159.0,288,55807,N,6580,104,0,1869356
5720,6231,166971,1087.04,5,71,Y,8,N,N,1,5,N,0,70,44218.0,349,67684,N,1803,75,0,755109
3245,49379,165779,1811.59,5,61,Y,8,N,N,1,5,N,0,10,121513.0,247,64452,N,2230,104,2,656045
3348,36103,100698,254.99,5,62,Y,8,N,N,1,5,N,0,10,174244.0,289,54828,N,3460,46,0,656405
3348,22963,204096,103.48,5,62,Y,8,N,N,1,5,N,0,9,110443.0,380,54238,N,6580,38,0,654508
6628,160379,166229,1574.78,5,4,Y,2,N,N,1,5,N,0,60,184922.0,446,55772,N,4226,6,0,1896893
6215,79703,61732,0.0,5,62,N,2,N,N,1,5,N,0,7,15123.0,380,54238,N,6580,38,0,1839257
3221,98688,141629,0.0,5,61,Y,8,N,N,1,5,N,0,9,194335.0,289,45597,N,1337,104,2,655133
6856,28020,193320,695.26,5,62,Y,8,N,N,1,5,N,0,61,42330.0,288,69240,N,0,104,0,1584263
3207,69051,112455,1161.83,5,61,Y,8,N,N,1,5,N,0,8,110006.0,309,12154,N,2317,104,2,652842
6566,29898,4616,1384.47,5,26,Y,2,N,N,1,5,N,0,9,73321.0,329,43614,N,236,52,2,1841342
6331,40916,53850,0.0,5,61,N,2,N,N,1,5,N,0,54,173539.0,277,11839,N,5320,104,2,1890737
5975,124219,209160,1100.61,5,62,Y,8,N,N,1,5,N,0,77,151528.0,432,90235,N,5817,102,0,1451989
3348,2836,179693,1016.34,5,62,Y,8,N,N,1,5,N,0,79,173920.0,289,54828,N,3460,46,0,769206
3348,85273,143138,398.08,5,62,Y,8,N,N,1,5,N,0,83,73844.0,380,54238,Y,6580,38,0,773975
3348,110207,24611,509.32,5,62,Y,8,N,N,1,5,N,0,84,51325.0,289,54828,N,3460,46,0,775478
6850,29168,163637,577.65,5,62,N,5,N,N,1,5,N,0,7,70911.0,250,2272,N,5817,102,0,1051200
3221,113970,64011,946.21,5,61,Y,8,N,N,1,5,N,0,7,143732.0,288,55807,N,6580,104,0,651645
3207,36103,100698,578.02,5,62,Y,8,N,N,1,5,N,0,9,185037.0,218,12011,N,5324,104,0,655071
5720,114156,78770,1644.04,5,20,Y,8,N,N,1,5,N,0,62,120651.0,203,67656,N,1803,75,2,742334
3348,51850,93004,490.68,5,62,Y,8,N,N,1,5,N,0,53,205739.0,380,54238,N,6580,38,2,728379
3183,125398,165259,2019.76,5,61,Y,8,N,N,1,5,N,0,7,20643.0,277,100400,N,4099,104,2,650870
3348,31879,5189,414.21,5,62,Y,8,N,N,1,5,N,0,53,110408.0,289,54828,N,3460,46,0,727573
3348,51850,93004,696.35,5,62,Y,8,N,N,1,5,N,0,53,205224.0,380,54238,N,6580,38,0,728306
3348,105556,170321,0.0,5,62,Y,8,N,N,1,5,N,0,59,73114.0,380,54238,N,6580,38,0,736848
6215,33385,28607,560.08,5,62,Y,2,N,N,1,5,N,0,9,235702.0,380,54238,N,6580,38,0,1842091
6540,65438,91464,942.89,5,61,Y,2,N,N,1,5,N,0,11,132323.0,288,55807,N,6580,104,0,1843591
5720,64366,79768,927.83,5,60,Y,8,N,N,1,5,N,0,9,125150.0,192,67588,N,6593,75,0,654641
6760,101838,130417,439.22,5,60,Y,2,N,N,1,5,N,0,43,181347.0,192,66634,N,6593,75,2,1879046
6787,29168,163637,306.79,5,62,N,4,N,N,1,5,N,0,6,202358.0,248,52498,N,5817,102,0,1622293
4127,145052,137310,1420.32,5,71,Y,8,N,N,1,5,N,0,79,220327.0,203,49518,Y,1758,40,2,769517
3221,114211,83895,0.0,5,61,Y,8,N,N,1,5,N,0,55,182928.0,289,45597,N,1337,104,2,731213
6716,29168,163637,254.99,5,62,N,5,N,N,1,5,N,0,6,175503.0,257,46428,N,4526,102,0,1336995
6787,29168,163637,458.2,5,62,N,4,N,N,1,5,N,0,6,185112.0,248,52498,N,5817,102,0,1551028
3348,94468,126922,693.77,5,62,Y,8,N,N,1,5,N,0,6,192702.0,380,54238,N,6580,38,0,650419
5575,157203,82705,117.43,5,71,Y,8,N,N,1,5,N,0,5,234242.0,288,37417,N,3705,85,0,649263
5982,118854,209434,1806.49,5,62,N,4,N,N,1,5,N,0,8,131806.0,248,26448,N,6023,102,0,1051977
3221,37230,13241,943.47,5,61,Y,8,N,N,1,5,N,0,42,170531.0,288,55807,N,6580,104,0,710683
6540,28119,155736,0.0,5,61,N,2,N,N,1,5,N,0,54,155011.0,289,45597,N,1337,104,2,1890566
3357,108527,40709,1131.21,5,62,Y,8,N,N,1,5,N,0,9,154810.0,349,56050,N,654,38,0,654778
3655,143383,86632,485.27,5,61,Y,8,N,N,1,5,N,0,55,221556.0,367,54042,N,3426,104,0,731527
5938,87437,77050,943.74,5,61,N,2,N,N,1,5,N,0,8,22722.0,263,60178,N,2697,104,0,652563
3221,34465,99246,0.0,5,61,Y,8,N,N,1,5,N,0,46,155200.0,289,45597,N,1337,104,2,716750
3221,86019,174625,940.19,5,61,Y,8,N,N,1,5,N,0,35,103639.0,288,55807,Y,6580,104,0,698944
6859,85667,29155,605.25,5,62,N,2,N,N,1,5,N,0,36,192059.0,250,59700,N,0,1,0,1426451
6735,43247,185363,1796.36,5,71,Y,2,N,N,1,5,N,0,7,232501.0,329,50175,N,6189,36,2,1840088
6760,69101,103754,986.03,5,13,Y,2,N,N,1,5,N,0,34,180501.0,296,66694,N,3323,27,2,1869260
3221,86405,4261,946.21,5,61,Y,8,N,N,1,5,N,0,7,142329.0,288,55807,N,6580,104,0,651620
6215,133311,110733,0.0,5,62,N,2,N,N,1,5,N,0,69,125349.0,289,54828,N,3460,46,0,1906248
6215,157855,130298,1016.34,5,62,Y,2,N,N,1,5,N,0,8,221538.0,380,54238,N,6580,38,0,1841072
1897,113248,65235,1373.0,5,4,Y,8,N,N,1,5,N,0,41,155915.0,444,55192,N,4131,6,2,709020
6769,34663,73355,677.88,5,62,Y,8,N,N,1,5,N,0,54,103503.0,373,79663,N,5817,102,0,230693
6540,11733,200332,941.9,5,61,Y,2,N,N,1,5,N,0,54,102234.0,288,55807,N,6580,104,0,1890308
3348,111485,166342,1016.34,5,62,Y,8,N,N,1,5,N,0,9,32723.0,380,54238,N,6580,38,0,654054
3348,18795,171623,1016.34,5,62,Y,8,N,N,1,5,N,0,7,215000.0,380,54238,N,6580,38,0,652164
3348,156794,171650,380.94,5,62,Y,8,N,N,1,5,N,0,8,92104.0,289,54828,N,3460,46,0,652788
6213,132347,184264,982.36,5,61,Y,2,N,N,1,5,N,0,9,183812.0,296,55580,N,1564,62,0,1841868
6215,51870,103675,168.2,5,62,Y,2,N,N,1,5,N,0,69,204031.0,380,54238,N,6580,38,0,1906597
5720,12697,79906,732.58,5,60,Y,8,N,N,1,5,N,0,9,31433.0,192,67588,N,6593,75,0,654043
6215,107399,107023,342.9,5,62,Y,2,N,N,1,5,N,0,7,213746.0,380,54238,N,6580,38,0,1840066
6859,27007,43905,605.25,5,62,N,2,N,N,1,5,N,0,36,193323.0,250,59700,N,0,1,0,1783748
5720,9233,95656,443.04,5,60,Y,8,N,N,1,5,N,0,34,223613.0,192,67588,N,6593,75,0,698346
6215,159989,168691,1016.34,5,62,Y,2,N,N,1,5,N,0,34,191217.0,289,54828,N,3460,46,0,1869341
3221,87750,68791,1017.94,5,61,Y,8,N,N,1,5,N,0,10,95829.0,288,55807,N,6580,104,0,655908
6386,153779,128139,796.9,5,62,Y,2,N,N,1,5,N,0,8,231334.0,296,102125,N,3150,27,2,1841138
6331,78981,110207,0.0,5,61,N,2,N,N,1,5,N,0,69,191624.0,337,11805,N,4528,104,0,1906566
5720,19854,109288,852.73,5,60,Y,8,N,N,1,5,N,0,65,162254.0,192,67588,N,6593,75,2,747976
3221,81719,54885,943.13,5,61,Y,8,N,N,1,5,N,0,8,211028.0,288,55807,N,6580,104,0,653625
5876,50583,137084,774.56,5,4,Y,8,N,N,1,5,N,0,53,60109.0,192,68362,N,376,6,0,727322
5720,117128,65505,401.47,5,60,Y,8,N,N,1,5,N,0,9,122810.0,192,67588,N,6593,75,0,654608
3221,117809,54597,944.28,5,61,Y,8,N,N,1,5,N,0,42,41634.0,288,55807,N,6580,104,0,709867
3207,50199,195350,820.46,5,61,Y,8,N,N,1,5,N,0,34,232446.0,250,11925,N,4993,104,2,695997
3207,36103,100698,578.02,5,62,Y,8,N,N,1,5,N,0,10,193115.0,218,12011,N,5324,104,0,656537
6760,18116,129155,883.89,5,13,Y,2,N,N,1,5,N,0,49,190855.0,277,66641,N,4091,38,0,1885479
6182,38254,156082,705.99,5,62,Y,2,N,N,1,5,N,0,9,143557.0,296,73998,N,3426,42,0,1841650
3221,98688,141629,103.59,5,61,Y,8,N,N,1,5,N,0,9,194335.0,289,45597,N,1337,104,2,655134
6208,152709,69484,470.38,5,60,Y,2,N,N,1,5,N,0,53,174512.0,192,56022,Y,1034,75,2,1889707
6215,3294,108456,334.56,5,62,Y,2,N,N,1,5,N,0,55,173448.0,380,54238,N,6580,38,0,1891687
6769,46835,69733,1485.11,5,62,Y,8,N,N,1,5,N,0,68,23033.0,373,80263,N,5817,102,0,90253
6140,6602,192260,0.0,5,61,N,2,N,N,1,5,N,0,55,130023.0,280,68082,N,2030,104,0,1891409
3348,47790,51415,0.0,5,62,Y,8,N,N,1,5,N,0,56,102425.0,380,54238,N,6580,38,0,732029
6540,140674,92699,0.0,5,61,N,2,N,N,1,5,N,0,10,143604.0,349,42843,N,654,104,0,1842563
6540,59368,113082,0.0,5,61,N,2,N,N,1,5,N,0,6,221058.0,289,45597,N,1337,104,2,1839066
6101,159913,2726,796.9,5,62,Y,2,N,N,1,5,N,0,11,134008.0,408,33774,N,668,38,0,1843630
6526,63751,29315,0.08,4,26,Y,2,N,N,1,5,N,0,7,222440.0,318,68613,N,5932,52,2,1840035
6760,89214,155375,475.43,5,71,Y,2,N,N,1,5,N,0,37,202603.0,192,66634,N,6593,75,0,1872484
5720,59086,80824,1174.97,5,62,Y,8,N,N,1,5,N,0,9,10509.0,296,67681,N,3323,27,0,654005
6760,57207,190299,1179.62,5,20,N,6,N,N,1,5,N,0,67,130438.0,349,66655,N,1803,75,0,1904317
6540,155671,88878,941.76,5,61,Y,2,N,N,1,5,N,0,34,164656.0,288,55807,N,6580,104,0,1869172
6123,96515,162277,1411.98,5,62,Y,2,N,N,1,5,N,0,10,162837.0,269,20972,N,595,38,0,1842735
6215,135739,74513,1016.34,5,62,Y,2,N,N,1,5,N,0,17,10151.0,380,54238,N,6580,38,0,1849911
6288,25347,79058,1.38,5,62,Y,2,N,N,1,5,N,0,11,132834.0,337,20984,N,621,93,2,1843604
3348,70690,107409,1016.34,5,62,Y,8,N,N,1,5,N,0,9,190101.0,289,54828,N,3460,46,0,655083
6101,159913,2726,796.9,5,62,Y,2,N,N,1,5,N,0,11,133913.0,408,33774,N,668,38,0,1843627
3348,68937,174870,1016.34,5,62,Y,8,N,N,1,5,N,0,10,32827.0,380,54238,N,6580,38,0,655611
3221,35,99027,943.99,5,61,Y,8,N,N,1,5,N,0,64,220526.0,288,55807,N,6580,104,0,746791
3221,133916,23525,0.0,5,61,Y,8,N,N,1,5,N,0,68,122313.0,289,45597,N,1337,104,2,752402
6767,110590,32723,891.33,5,62,N,5,N,N,1,5,N,0,17,63909.0,191,16624,N,5817,102,0,1557591
6215,17781,170822,728.31,5,62,Y,2,N,N,1,5,N,0,46,220155.0,289,54828,N,3460,46,0,1882605
5720,48485,206410,368.62,5,62,Y,8,N,N,1,5,N,0,71,21637.0,192,67459,N,6221,75,0,756578
6769,34663,73355,677.88,5,62,Y,8,N,N,1,5,N,0,54,172813.0,373,79663,N,5817,102,0,173000
6215,63404,195939,742.17,5,62,Y,2,N,N,1,5,N,0,15,194127.0,289,54828,N,3460,46,0,1848529
6215,161768,129220,940.01,5,62,Y,2,N,N,1,5,N,0,13,132528.0,289,54828,N,3460,46,0,1846005
5975,98952,207987,8.94,5,62,Y,8,N,N,1,5,N,0,17,3820.0,209,90034,N,5817,102,0,843119
3207,79486,1396,1268.67,5,61,Y,8,N,N,1,5,N,0,34,215200.0,247,10518,N,1319,104,0,698198
6540,64075,101030,2124.44,5,61,Y,2,N,N,1,5,N,0,52,12308.0,286,45596,N,1060,104,2,1888034
6760,130384,19946,569.32,5,60,Y,2,N,N,1,5,N,0,6,31601.0,192,66634,N,6593,75,0,1838322
6215,8735,155325,1016.34,5,62,Y,2,N,N,1,5,N,0,65,153.0,289,54828,N,3460,46,0,1901689
3289,58773,112618,1117.19,5,62,Y,8,N,N,1,5,N,0,8,234704.0,203,20987,N,621,42,0,653795
5714,66793,140389,1809.5,5,71,Y,8,N,N,1,5,N,0,7,3356.0,329,50175,N,6189,36,2,650841
5720,132501,97177,435.02,5,60,Y,8,N,N,1,5,N,0,38,131255.0,192,67588,N,6593,75,0,704143
6189,46558,149018,834.23,5,62,Y,2,N,N,1,5,N,0,17,143639.0,192,90135,N,1458,102,0,1850322
6881,144805,70262,683.25,5,0,N,0,N,N,1,5,N,0,70,120927.0,457,59369,N,0,102,0,557686
6215,16022,43739,490.68,5,62,Y,2,N,N,1,5,N,0,57,64804.0,380,54238,N,6580,38,0,1893281
6568,115813,9486,0.0,5,61,N,2,N,N,1,5,N,0,18,235853.0,305,55517,N,5478,104,2,1851987
3221,133916,23525,101.74,5,61,Y,8,N,N,1,5,N,0,67,182537.0,289,45597,N,1337,104,2,751345
3207,144518,200344,364.42,5,61,Y,8,N,N,1,5,N,0,18,215029.0,257,10518,N,1457,104,2,670294
6215,69906,97519,1016.34,5,62,Y,2,N,N,1,5,N,0,22,212036.0,380,54238,N,6580,38,0,1855932
3348,142552,80643,155.07,5,62,Y,8,N,N,1,5,N,0,19,151007.0,380,54238,N,6580,38,0,671373
3221,116759,109646,0.0,5,61,Y,8,N,N,1,5,N,0,20,100628.0,218,54602,N,1481,104,2,672543
3221,81599,53605,946.98,5,61,Y,8,N,N,1,5,N,0,70,74422.0,288,55807,N,6580,104,0,755228
3221,47569,69817,103.38,5,61,Y,8,N,N,1,5,N,0,21,215839.0,289,45597,N,1337,104,2,675216
6760,132072,127668,1174.97,5,62,Y,2,N,N,1,5,N,0,23,22151.0,296,66694,N,3323,27,2,1856184
6231,148153,97163,794.93,5,62,N,4,N,N,1,5,N,0,48,135248.0,251,17751,N,5817,102,0,933040
3348,141792,6763,324.99,5,49,Y,8,N,N,1,5,N,0,19,143304.0,288,55833,N,6580,38,2,671327
3348,57419,191193,103.48,5,62,Y,8,N,N,1,5,N,0,18,160218.0,380,54238,N,6580,38,0,669782
3207,127737,25147,1558.73,5,61,Y,8,N,N,1,5,N,0,53,121513.0,400,11965,N,5320,104,2,727660
3348,110995,36343,814.14,5,62,Y,8,N,N,1,5,N,0,39,232233.0,289,54828,N,3460,46,0,706548
6215,59800,11596,0.0,5,62,N,2,N,N,1,5,N,0,52,165730.0,289,54828,N,3460,46,0,1888605
6331,48411,4689,639.49,5,61,Y,2,N,N,1,5,N,0,42,13814.0,192,11801,N,5320,104,0,1877315
3348,83716,54768,1016.34,5,62,Y,8,N,N,1,5,N,0,21,163652.0,380,54238,N,6580,38,0,674728
5720,50496,4907,1472.29,5,71,Y,8,N,N,1,5,N,0,8,80627.0,405,67615,N,2094,27,0,652659
6676,64341,106372,101.79,4,61,Y,2,N,N,1,5,N,0,67,235938.0,322,59554,N,1522,104,0,1905022
5720,96059,183393,911.64,5,10,Y,8,N,N,1,5,N,0,22,211124.0,192,67588,N,6593,75,0,676678
6208,152416,59676,628.71,5,60,Y,2,N,N,1,5,N,0,6,132142.0,286,57723,N,955,27,0,1838596
3468,97832,88956,0.1,5,61,Y,8,N,N,1,5,N,0,36,171917.0,280,68082,N,2030,104,2,700982
3221,97832,88956,2183.11,5,61,Y,8,N,N,1,5,N,0,36,171932.0,277,54284,N,1405,104,2,701010
6540,126582,90646,939.32,5,61,Y,2,N,N,1,5,N,0,36,190325.0,288,55807,N,6580,104,0,1871271
3164,134008,161690,734.15,5,26,N,9,N,N,1,5,N,0,37,133900.0,257,29769,Y,5932,52,0,702463
6540,68263,58798,1407.31,5,61,Y,2,N,N,1,5,N,0,10,30535.0,269,75212,N,4528,104,2,1842241
3164,134008,161690,734.15,5,26,N,9,N,N,1,5,N,0,37,144610.0,257,29769,Y,5932,52,0,702634
3348,19530,145251,103.48,5,62,Y,8,N,N,1,5,N,0,7,104412.0,380,54238,N,6580,38,0,651336
3221,142238,43086,938.18,5,61,Y,8,N,N,1,5,N,0,38,151541.0,288,55807,N,6580,104,0,704272
3348,35185,149425,236.43,5,62,Y,8,N,N,1,5,N,0,62,152948.0,380,54238,N,6580,38,0,742561
5720,41299,35156,890.64,5,10,Y,8,N,N,1,5,N,0,24,63645.0,192,67588,N,6593,75,0,678807
3348,152708,168129,1016.34,5,62,Y,8,N,N,1,5,N,0,6,163940.0,380,54238,N,6580,38,0,650183
3271,162027,15229,1174.97,5,62,Y,8,N,N,1,5,N,0,28,180338.0,296,102125,N,3150,27,2,686002
6859,20005,173013,0.07,5,62,N,2,N,N,1,5,N,0,35,170429.0,250,48764,N,0,1,0,854456
3344,92831,176108,289.07,5,62,Y,8,N,N,1,5,N,0,38,204953.0,309,20988,N,621,16,0,704723
6230,143083,109555,1297.25,5,61,Y,2,N,N,1,5,N,0,39,151802.0,305,53497,N,903,104,0,1874445
5642,77441,206437,2773.04,5,38,Y,8,N,N,1,5,N,0,35,162045.0,203,71479,N,4822,36,0,699351
3353,124225,140323,347.99,5,26,Y,8,N,N,1,5,N,0,37,4336.0,286,57731,N,955,27,0,701653
5720,78082,114246,287.02,5,62,Y,8,N,N,1,5,N,0,14,205658.0,295,67613,N,5758,92,0,663599
6881,65223,89066,513.8,5,0,N,0,N,N,1,5,N,0,69,231903.0,457,59333,N,0,102,0,557376
6859,1682,144823,0.07,5,62,N,2,N,N,1,5,N,0,12,32154.0,250,48764,N,0,1,0,1696936
5720,12403,140327,287.02,5,62,Y,8,N,N,1,5,N,0,9,132112.0,295,67613,N,5758,92,0,654669
6760,162454,33188,1423.28,5,20,N,6,N,N,1,5,N,0,59,193119.0,349,66655,N,1803,75,0,1895974
3348,38818,154116,288.05,5,62,Y,8,N,N,1,5,N,0,42,942.0,380,54238,N,6580,38,2,709721
6331,93113,3032,1537.21,5,61,Y,2,N,N,1,5,N,0,11,125211.0,329,12134,N,4528,104,2,1843558
6296,78981,110207,973.41,4,61,Y,2,N,N,1,5,N,0,69,191631.0,319,10964,N,5211,104,2,1906569
